line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
671	Unique	Unique	false	52	8	NakedSingle,HiddenSingle,LockedCandidatesPointing	4.27.......7..1.....1.5........7.2.3.....4...6..8..5......1.479.9......5..62...8.	4.27.......7..1.....1.5........7.2.3.....4...6..8..5......1.47919...7625..62..381	failures/top1465-0671.png	-	-	-
672	Unique	Unique	false	54	7	HiddenSingle,LockedCandidatesPointing,NakedTriple	2...8.61..7....4...5..2....4..13.....9.........2..7..93...9...8..7..2......5..1..	2...8.61..7....4...5..2....4..139...79.2....1..2..7..93...9...8..7..2......57.1..	failures/top1465-0672.png	-	-	-
673	Unique	Unique	true	0	76	HiddenSingle,NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple	1.....3.8.6.4..............2.3.1...........758.........7.5...6.....8.2...4.......	125976348369428517784351926253817694416293875897645132978532461631784259542169783	-	-	-	-
674	Unique	Unique	false	59	8	LockedCandidatesPointing,HiddenPair	.6......5..7..4.8.....9.2...2.5...3..8......7..43....15...8.4......71...6.......9	.6......5..7..4.8.....9.2...2.5...3..8......7..43....15...8.4......71...6.......9	failures/top1465-0674.png	-	-	-
675	Unique	Unique	false	55	8	HiddenSingle,LockedCandidatesPointing	.5.6..1......35...67...84..2.....8.......3.1.....7..5......4.6...9.1.3....2.....4	.5.6..1...2..35...67...84.52.....84......3.1.....7..5......4.61..9.1.3....2.....4	failures/top1465-0675.png	-	-	-
676	Unique	Unique	false	51	14	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedTriple,NakedSingle	.2...6.....758......5....34..8.....3..1735.8....9........8..........175.2....3.1.	.2.3.6.....758...1..5....34..8.....3..1735.8...29.8......8..3....3..175.2....3.18	failures/top1465-0676.png	-	-	-
677	Unique	Unique	false	54	9	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,FinnedXWing	...39.....8...6......14.7..1.....47....5....69...2..8..5....3..32..8...47.1......	.1.39.....8...6......14.7..1..8.947....5....69...2..8..5....3.732..8...47.1......	failures/top1465-0677.png	-	-	-
678	Unique	Unique	false	51	20	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedTriple,FinnedXWing	....12...6..9...3..1.8...761...8...75.93...4.......8....1..5..8.........794....5.	...612.8.6.89...3..1.8...761...8...75893...4.......8....1..5..88........794..8.5.	failures/top1465-0678.png	-	-	-
679	Unique	Unique	false	57	4	LockedCandidatesPointing,FinnedXWing	.....17..5.72.....4...6...23.4....1.......8..2.6.4...5..5....6....3.9..1.4..2..8.	.....17..5.72.....4...6...23.4....1.......8..2.6.4...5..5....6....3.9..1.4..2..8.	failures/top1465-0679.png	-	-	-
680	Unique	Unique	false	52	17	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,NakedQuad,ClaimingBoxLineReduction,FinnedXWing,FinnedSwordfish	......3..36.........85...79....8..57..........2...4163..9....4.4..8.2...2..4.1...	.....83..36...9...1485...79....8..57.........82.9.4163..9....4.4..8.2...2..4.1...	failures/top1465-0680.png	-	-	-
681	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedTriple,ClaimingBoxLineReduction,NakedSingle	45.....3....8.1....9...........5..9.2..7.....8.........1..4..........7.2...6..8..	458276931623891475197534286371452698269783154845169327712948563986315742534627819	-	-	-	-
682	Unique	Unique	false	57	7	HiddenSingle,LockedCandidatesPointing,NakedQuad	4..6......73.8.......2...9....8..2.3.35.....18....4.7..1..........5.....9...1..48	4..6......73.8.......2...9....8..2.3.35...4818....4.7..1..........5.....9...1..48	failures/top1465-0682.png	-	-	-
683	Unique	Unique	false	53	20	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedTriple	1.3.....9..6.......8....54.....49..36......2....1...5...89..2.4..73....1.4.......	1.34....94.6.9.....8....54...5.49..36......2....1...5...89..2.4..73.4..1.4......5	failures/top1465-0683.png	-	-	-
684	Unique	Unique	false	54	5	HiddenSingle,LockedCandidatesPointing	1..2.37......8...5.....412........7..93.1......6..8...3.2..6.....1.3..8.68..5.3..	1..2.37......8...5...5.412........7..93.1......6..8...3.28.6.....1.3..8.68..5.3..	failures/top1465-0684.png	-	-	-
685	Unique	Unique	false	54	7	HiddenSingle,LockedCandidatesPointing,NakedQuad,FinnedXWing	.9.5.2.7...84.........1...6..1.7.5.48..6......3.......1....6..5..2...4...5.9...32	.9.5.2.7..184...5.....1..46..1.7.5.48..6......3.......1....6..5..2...4...5.9...32	failures/top1465-0685.png	-	-	-
686	Unique	Unique	false	51	10	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair	.6.....7.87.3..59...54..2....9.564.....9...8.2.78.....7....4..2..8...71.........9	.6.....7.87.3..59...54..2...89.5642....9...8.2.78..9..7....4..2..8...71........49	failures/top1465-0686.png	-	-	-
687	Unique	Unique	false	49	13	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,FinnedXWing	59..2..4....9......4..68......1...72..8...4...1......6..92.3...7......3.25...7...	59..21.4.8..9.....34..68....351...72..8...4...1......61.92.3...7.4...23.253..7...	failures/top1465-0687.png	-	-	-
688	Unique	Unique	false	41	23	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle	.75..6..4....7..9.4....1...5....8..6.....9..5..32.........9..1....1..2...48....7.	.75..61.4...4735924....1.675....8..6.....9..5..32.5..1.5..9741....1.425.148..2679	failures/top1465-0688.png	-	-	-
689	Unique	Unique	false	50	24	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedQuad,FinnedXWing	.672......2...........7.9.5...75.8.9....4..7..8.31..........54.3..8....2..1..3...	.672......2...........7.925...75.8.9....48.7.78.31..5..9.1.75433..8....2..1..3...	failures/top1465-0689.png	-	-	-
690	Unique	Unique	false	56	6	HiddenSingle,LockedCandidatesPointing,FinnedSwordfish	.6.......1...93...5...8.46.4...1......8..6.3...6..5.2....74.9............2..68..7	.6...4...1..693...5...8.46.4...1......8..6.3...6..5.2....74.9............2..68..7	failures/top1465-0690.png	-	-	-
691	Unique	Unique	false	50	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple	.5.4....8..6....9..4...3..........39..5...8.6..985.....2...4.1.6..1.......8.....2	95.4....8..6..8.9.84...3....8....539..5...8.636985.....2..84.1.6..1...8...8.....2	failures/top1465-0691.png	-	-	-
692	Unique	Unique	false	53	9	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedQuad	.2..7.93.........87......5.8....4...3..1...6.....9.1..49.8....5.....3....56..2...	.2..7.93.9.......87....9.5.8....4...3..1...6.....9.1..4938....52....3...156.42...	failures/top1465-0692.png	-	-	-
693	Unique	Unique	false	53	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..9..6.1..7...13...3...2....5..6.8....1........7...65.9...23.6......954...4.8...3	..9..6.1..7...13..13...2....5..6.8....1........7...65.9.5423.6......954...4.8...3	failures/top1465-0693.png	-	-	-
694	Unique	Unique	false	57	4	NakedSingle,LockedCandidatesPointing,FinnedSwordfish	..7.....2..149.5..6......1....38..2.......4..73...98..48...7...9....3.....5.....6	..7.....2.2149.5..6......1....38..2.......4..73...98..48...7...9....3.....5.....6	failures/top1465-0694.png	-	-	-
695	Unique	Unique	false	51	18	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair,NakedQuad,UniqueRectangle,FinnedXWing,FinnedSwordfish	.......5...4.3.8......917...9..7...83..5.....8.6..3.4...3......54.7.....9.....62.	..9..7.5.7.4.358......917..49..7...83..5.....8.69.3.4...3......54.7.....9..3..62.	failures/top1465-0695.png	-	-	-
696	Unique	Unique	false	54	4	NakedSingle,FinnedSwordfish	7.2.1.....5...4.....92..58.6....82.....7.....1.5.....65....93..........48.7..2.6.	7.2.1....35...4...4.92..58.6....82.....7.....1.5..3..65....93..........48.7..2.6.	failures/top1465-0696.png	-	-	-
697	Unique	Unique	false	52	16	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad,NakedSingle,FinnedSwordfish	3...5...91.5..3.6..46......41.....5...3..871........4.6...7.........5.31..82.....	3...5.1.91.5..3.6..461.....41.....5...3..871....5...4.6.1.7......4..5.31..82.....	failures/top1465-0697.png	-	-	-
698	Unique	Unique	false	53	11	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,FinnedXWing	.8...57......1.....2...71.3.3.84..5.....3..49..2..........6.....41.7...58......7.	18...57......1.5...2..871.3.3.84..5...8.3..494.2..........6.....41.7...58......7.	failures/top1465-0698.png	-	-	-
699	Unique	Unique	false	57	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	.4...6.5.....8..94.1..3...7283..5.........5......17...4.....2......7...86..3...4.	.4...6.5.....8..94.1..3...7283..5........35......17...4.....2......7...86..3...4.	failures/top1465-0699.png	-	-	-
700	Unique	Unique	false	54	3	HiddenSingle,NakedPair	..3.5.4..7...6.....5.8...6.5....3..4.1..7..8.2..4....7.4...8.5.....4...9..6.1.2..	..3.5.4..7...6.....5.8...6.5....3..4.1..7..8.2..4....7.4...8.5...5.4...9..6.1.24.	failures/top1465-0700.png	-	-	-
701	Unique	Unique	false	53	22	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction,NakedTriple,NakedQuad	..3.......6.7.9..1...6......16...8.9.......24.98......5....2.6....5.4.3...9..32..	..3......86.7.9..1...6......163..8.93......24.98......53...2.6....5.4.3...9..32.5	failures/top1465-0701.png	-	-	-
702	Unique	Unique	false	50	9	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..27....49.....7...1...6.5...5..........4.2.7..36879..3..5...7......4...859..2...	5.27....49...5.7...1...6.5...5..........452.7..36879.53..5...7......45..859.72...	failures/top1465-0702.png	-	-	-
703	Unique	Unique	false	56	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,FinnedXWing	..2..9....6..31....7.65.4...1.3.....5.......7..8.2...9..19......8..7..95......3.4	..2..9....6..319...7.65.4...1.3.....5.......7..8.2...9..19......8..7..95......3.4	failures/top1465-0703.png	-	-	-
704	Unique	Unique	false	54	12	HiddenSingle,LockedCandidatesPointing	...5.3..........62......97.5..4...........19.78..1....2.16....84...753.......2...	...5.3.........562......97351.4.........5.19.78..1....2.16....84...7532......2...	failures/top1465-0704.png	-	-	-
705	Unique	Unique	false	56	3	LockedCandidatesPointing,ClaimingBoxLineReduction,XWing	...5..94..5.6...8...4.9.3..3...7.1..4........297......6..95...25..2...1..2..8....	...5..94..5.6...8...4.9.3..3...7.1..4........297......6..95...25..2...1..2..8....	failures/top1465-0705.png	-	-	-
706	Unique	Unique	false	56	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle,NakedQuad,NakedTriple,FinnedXWing	...5...6...7..14..2...3...............1.29.7.52.....18..48.73..98..4.............	...5...6...7..14..2...3.......1.....8.1.29.7.52.....18..48.73..98..4..5..........	failures/top1465-0706.png	-	-	-
707	Unique	Unique	false	52	11	NakedSingle,HiddenSingle,LockedCandidatesPointing,FinnedXWing	.....17.....6....3.6.4.95.1.2.......3.9.7.......56.....1..4.6.........8.7.2.....9	.....17.....6.7..3867439521.2.......3.9.7.....7.56.....1..4.6.........8.7.2..6..9	failures/top1465-0707.png	-	-	-
708	Unique	Unique	false	54	14	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,HiddenPair,FinnedXWing	.........2..1....7.3.5..1....57..2....9...........2.465....6.93..2.376....8......	.........2..1....7.3.5..1....57..2...29........3..2.465..2.6.93..2.376..368......	failures/top1465-0708.png	-	-	-
709	Unique	Unique	false	56	5	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenPair	8.5.....1.1....7.......1...2..46.9...8.........6.5.2..3..7.6..46......2..243...9.	8.5.....1.1....7.......1...2..46.9...8.........6.5.2..3..726..46......2..243...9.	failures/top1465-0709.png	-	-	-
710	Unique	Unique	false	50	13	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedXWing	65.48..12...5......4...35....6..8.......2549.7...9...6.....7.2..69......8...3....	65.489.12...5......4...35...96..82.....62549772..9...6.....7.2..69......8...3....	failures/top1465-0710.png	-	-	-
711	Unique	Unique	true	0	82	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair,NakedQuad	3...8.......7....51..............36...2..4....7...........6.13..452...........8..	354186927298743615167952483481527369932614578576398241729865134845231796613479852	-	-	-	-
712	Unique	Unique	false	45	25	HiddenSingle,LockedCandidatesPointing,HiddenPair,HiddenTriple,NakedSingle,ClaimingBoxLineReduction,NakedTriple,NakedPair	.3...4......8..562.........6.......9..1..7..6....2..4...41.2.87.13......8...6.2..	53...49.8...8..562....9.4..6.......9..1..78.6....2..4.9641523872137..6..8...6.2..	failures/top1465-0712.png	-	-	-
713	Unique	Unique	false	53	8	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedTriple,FinnedXWing	.2.......8.6.9..7.9..35........6...9.7..1.68.........53.1..4.....21.....78...631.	.2.6.....8.6.9..7.9..35........6...9.7..1.68.........53.1..4.....21.....78..26314	failures/top1465-0713.png	-	-	-
714	Unique	Unique	false	54	5	HiddenSingle,LockedCandidatesPointing	..7..3568.6..1874............64..8.......7..9..485.3.....12....2.......4.53......	..7..3568.6..1874............64..8.......74.9..485.3.6...12....2.......4.53......	failures/top1465-0714.png	-	-	-
715	Unique	Unique	false	52	16	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedQuad,ClaimingBoxLineReduction	..68.3......6....51.2...........13.69....5......9....75.....2..6..1....4.8.74....	.568.3......6....51.259......5..13969....5......9....75..3..2..6..15...4.8.74....	failures/top1465-0715.png	-	-	-
716	Unique	Unique	false	54	20	LockedCandidatesPointing,NakedPair,NakedSingle,HiddenSingle,NakedTriple,NakedQuad,UniqueRectangle	..4.....3...7.1....76.....1..2.........9....8.8.2...5.25.8...9..6...7.4......3...	..46....3..57.1....76.....15.2..8......9.5..8.8.2...5.25.8...97.6...7.4......3...	failures/top1465-0716.png	-	-	-
717	Unique	Unique	false	52	17	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,NakedTriple,ClaimingBoxLineReduction,FinnedXWing	..2..56...47..1........8.2..1.....49.84....32..9...............3..95..1.....125.3	..2..56...47..13...6...8.2..1.....49.84..9.32..9.......51......3..95..1.....125.3	failures/top1465-0717.png	-	-	-
718	Unique	Unique	false	55	9	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedXWing	...3.8....4......6..6...5.......12...8..4......3..7.9.1....4..8...51.6....2....7.	...368....4.1....6..64..5.......12...8..4......3..7.9.16.7.4..8...51.6....2....7.	failures/top1465-0718.png	-	-	-
719	Unique	Unique	false	50	12	HiddenSingle,LockedCandidatesPointing,FinnedXWing	....5..2....61...92....3..88......74..3.......1....9...96..57.....9.....4....83..	...85..27...612.392....3..88......74..3...8...1..8.9.3.96..578....9.....4....839.	failures/top1465-0719.png	-	-	-
720	Unique	Unique	false	51	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	......5..87.5.4.9..3..9.....6..5...9.8....746.........4.1....2....4..1.7...8.....	.4..8.5..87.5.4.9..3..9.....64.5..19.8....746.1..4....4.1.7..2...84..1.7...8.....	failures/top1465-0720.png	-	-	-
721	Unique	Unique	false	56	2	ClaimingBoxLineReduction,FinnedSwordfish	1.....68.....6.2...652.1....1.49.8.7........4..7......5..7....8..893....7....2.3.	1.....68.....6.2...652.1....1.49.8.7........4..7......5..7....8..893....7....2.3.	failures/top1465-0721.png	-	-	-
722	Unique	Unique	false	55	6	NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad	.4..2......7.8....1..65.....24..3.1...9....48.5..9.7..........5..6...8919......76	.4..2......7.8....1..65.....24..3.19..9....48.5..9.7..........5..6...8919......76	failures/top1465-0722.png	-	-	-
723	Unique	Unique	false	54	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair	.23..4....76.25..1...7...8..1..6.7....91...62.....2...3.....8..5....9..4.9.....1.	.23..4....76.25..1...7..28..1..6.7....91...62.....21..3.....8..5....9..4.9.....1.	failures/top1465-0723.png	-	-	-
724	Unique	Unique	false	52	11	NakedSingle,HiddenSingle,LockedCandidatesPointing	.19...6.........8..7.25..4.3........9.6.......2.937.....28...9....4.9..1....6...3	.19...6......9..8..7.25..493.7...9..9.6.......2.937.....28.3.9....4.9..1.9..6...3	failures/top1465-0724.png	-	-	-
725	Unique	Unique	false	55	10	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,FinnedSwordfish	..7..1..9.3......2.....24....4..5..8...4...1..8913..5..1..6.............7.59...8.	..7..1..9.3......2.....24..1.4..53.8...4...1..8913..54.1..6.............7.59...8.	failures/top1465-0725.png	-	-	-
726	Unique	Unique	false	54	10	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,FinnedSwordfish	..5..91.......36...2....943.......6....7...81.1..9.2..5.7.1...2..8........3.6.8..	..5..91.......36...2....943.......69...7...81.1..9.2..567.1...2..8.....6..3.6.8..	failures/top1465-0726.png	-	-	-
727	Unique	Unique	false	50	13	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle,HiddenPair	..3.8.......5.....7.84...3.8.9..6..74..7...6.......1...32...54.5....367.........9	..3.8.......53....7.84...3.8.93.6..74.57...633.....1...32.7.54.5....367.......3.9	failures/top1465-0727.png	-	-	-
728	Unique	Unique	false	44	16	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle	...4.86.387..3.......5......163....73.82..5.......6....21....68..5...7.......3..4	...4.867387463...5.635......163....73.82..5.6.....6.3..21...368.35...7...8...3.54	failures/top1465-0728.png	-	-	-
729	Unique	Unique	false	57	7	HiddenSingle,NakedPair,LockedCandidatesPointing,ClaimingBoxLineReduction,Swordfish,FinnedXWing	9.6.....8.4.8....9.....67...9.......83..5...2..1..75......153.....4.2.1.4........	9.6.....8.4.8....9.....67...9.......83..5...2..1..75......153.....4.2.1.41.......	failures/top1465-0729.png	-	-	-
730	Unique	Unique	false	47	25	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair,NakedTriple,UniqueRectangle,FinnedXWing	83.....5....9.1...5....72...8.4...97...5....4....1.6....8......67...2.4.3....5.1.	83....75....9514..5.4..726..8.4...97...5....4....1.6...58....7267...2.4.3.2..5.16	failures/top1465-0730.png	-	-	-
731	Unique	Unique	false	51	19	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad,NakedSingle	3.51..........7...49...2.7.5..........648..........78.......5...2...9..3...86.4..	3751.8........7...49.6.2.7.58.......7.648.....4....78......45...24..9..3.5.86.4..	failures/top1465-0731.png	-	-	-
732	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	15......2......63..8......13.4.69...7...23............2...7..9....8..7........34.	153694872927185634486237951314569287768423519592718463245376198639841725871952346	-	-	-	-
733	Unique	Unique	true	0	68	LockedCandidatesPointing,NakedTriple,NakedSingle,HiddenSingle,ClaimingBoxLineReduction,NakedPair,NakedQuad,UniqueRectangle	.2.5.9.4...5.....19.4.6.3.....695.....6..8...4.......2.3.7...1.....3...67.8......	123589647865347291974261385287695134316428759459173862632754918591832476748916523	-	-	-	-
734	Unique	Unique	false	53	4	NakedSingle,HiddenSingle,LockedCandidatesPointing,FinnedXWing	..2.....51...23.8.9..7....1....3..52..6.....8.9.1..6..7.8.695.........3..4..57...	..2.....51...23.8.9..7....1....3..52..6.....8.9.1..6.37.8.695.4.......3..4..57...	failures/top1465-0734.png	-	-	-
735	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad,ClaimingBoxLineReduction,FinnedXWing,NakedPair	...4...1.42......3..1.6...9..5......2.6..7.......5.7...8..9....7..14....59.6...2.	637429815429581673851763249375916482246837951918254736184392567762145398593678124	-	-	-	-
736	Unique	Unique	false	52	9	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple	....8.3.425.1...9......3....4..2..3...6.9.8..7..31...9.......8.6.2....53..4..29..	....8.3.42531...984....3....4..2..3...6.9.8..7..31...9.......8.6.2....53..4..29..	failures/top1465-0736.png	-	-	-
737	Unique	Unique	false	53	13	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle,FinnedXWing	....1.....16..7.9..5..2..6......94.....7......42.....528......3..5.6....3..4..8..	.2..1.....16..7.9..5..2..6....2.94.....7......42.....528....6.3..5.6....36.4.285.	failures/top1465-0737.png	-	-	-
738	Unique	Unique	false	55	4	HiddenSingle,LockedCandidatesPointing	........43...6..9..857..6.........4..9...25..1.2.....9.....4..34.75.8.....6.1....	........43...6..9..8574.6.........4..9...25..1.2.....9...6.4..34.75.8.....6.1.4..	failures/top1465-0738.png	-	-	-
739	Unique	Unique	false	49	19	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedQuad,UniqueRectangle,NakedSingle	7....2..1...15..8.3........1..94.6.2..4.1..7...78......7..........2...699....3.1.	7..632..1...15..8.3.......61..9476.22.431..7...782.1...7..........2...699....3.1.	failures/top1465-0739.png	-	-	-
740	Unique	Unique	false	57	7	NakedSingle,HiddenSingle,NakedPair,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedSwordfish	35.6.......4.......2..7.89......5....7..1..2....4......36.9..1.......5.......7.82	35.6.......4......621.7.89....7.5....7..1..2....4......36.9..1.......5.......7.82	failures/top1465-0740.png	-	-	-
741	Unique	Unsolvable	false	10	58	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair,UniqueRectangle	.3..6......4.5...7.5.7...8......1.........7..3.....465.1...7..4..581.....7....29.	237168549864953127159724.8.746581932592..67183812794659136.785442581..7.678..5291	failures/top1465-0741.png	35:NakedSingle:A3:1->2	-	35:NakedSingle:placement:A1:-1
742	Unique	Unique	false	55	5	HiddenSingle,LockedCandidatesPointing	..3...4.....53.68.81......2.......544..8....3..9....7.7...6.....4...52.8.2...9...	..3...4.....53.68.81......2.......544..8...23..9....767...6.....4...52.8.2...9...	failures/top1465-0742.png	-	-	-
743	Unique	Unique	false	56	3	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..2.4.3.86....2.4...8...7..5.......7......9....4371..5...91....4.32...8..6.......	..2.4.3.86....2.4..48...7..5.......7......9....4371..5...91....4.32...8..6.......	failures/top1465-0743.png	-	-	-
744	Unique	Unique	false	56	2	HiddenSingle,LockedCandidatesPointing	..1.......6......73...6.89.8....93...3.4..2..2..8.5......1....4.2..4.........8526	..1.......6......73...6.89.8....93...3.4..2..2..835......1....4.2..4.........8526	failures/top1465-0744.png	-	-	-
745	Unique	Unique	false	50	8	HiddenSingle,FinnedXWing	....7..9......8..4.42..1.7...4.....88..2.5..95.....7...7.6..13.2..8......6..3....	.8..7..9.7....8..4.42..187...4.....88.72.5..95...8.7...786..13.2..8......6..3..8.	failures/top1465-0745.png	-	-	-
746	Unique	Unique	false	52	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,FinnedXWing	.....1...9.468...1..6.3...7......6..6....9..44.25...83...8...4.3..19...........78	.....1...9.468...1..6.3...7.....86..6....97.44.25..983...8...493..19...........78	failures/top1465-0746.png	-	-	-
747	Unique	Unique	false	53	14	NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,HiddenSingle,FinnedXWing,FinnedSwordfish	.......8....78.2....4...6.12.5...13.........9..91.3..6..19....45..........365....	.......8...678.2....4...6.1265...13.........9..91.3..66.19....45......6...365..1.	failures/top1465-0747.png	-	-	-
748	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,ClaimingBoxLineReduction,NakedQuad,NakedSingle	.........2.6.5..4..5...43......4.....7.56.9....9.28.6.6......213.7....85....8....	914836572236157849758294316163749258872561934549328167685973421397412685421685793	-	-	-	-
749	Unique	Unique	false	52	16	HiddenSingle,LockedCandidatesPointing,HiddenPair,NakedTriple	5..3...8.........9.79.28...1......7.....3..2..8..69.5.8....2....46.......9....4.7	5..39..8...8.....9.79.28...1.....97.9...3..2..8..69.5.8....2....46......295...4.7	failures/top1465-0749.png	-	-	-
750	Unique	Unique	false	54	12	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair	5......9.21...67....63..........1.5.9...........97.346..8.3...1.....8......4..52.	5.....69.21...67....63..........1.599....3......97.346..8.3...1.....8......4..528	failures/top1465-0750.png	-	-	-
751	Unique	Unique	false	50	8	HiddenSingle,LockedCandidatesPointing,FinnedXWing	.92.6.5..8....54.6....98.....5..16...786....36..........9.4.....6..13..2.......3.	.92.6.5..8....5496..6.9832...5..16...786....36..........9.4..6..6..13..2.....6.3.	failures/top1465-0751.png	-	-	-
752	Unique	Unique	false	53	14	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedQuad	.5.......8....1.2.9..6....1.1..3...6...2...48.....6.39.....58..4.....6....6.73...	.5.....6.86...1.2.9..6...81.1..3...66..2...48.....6.39....658..4.....6....6.73...	failures/top1465-0752.png	-	-	-
753	Unique	Unique	false	52	13	HiddenSingle,LockedCandidatesPointing,NakedPair,FinnedXWing	.2....5......6.34.9..3.....2..........91...64..7.9..1..31.78....4...5.........43.	.2....5......6.34.9..3.....21.........91...64..7.9..1..31478....42935....9....43.	failures/top1465-0753.png	-	-	-
754	Unique	Unique	false	41	23	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedTriple,UniqueRectangle,FinnedSwordfish	..8..........6.784...73.9...9...7...6..1........9..45.5.7.......2.....19..12..3..	..8492...239561784...7389...9...7...6..1...9....9..45.5.7319.4..2..7..199.12..37.	failures/top1465-0754.png	-	-	-
755	Unique	Unique	false	33	36	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle	..7...4....61......23.5...7..2.....581....2.....6...1....4...........34...8.327..	1572..4...861..52..23.5.1.7.62.....581.3.52..5..62..1...14..6522957..348648532791	failures/top1465-0755.png	-	-	-
756	Unique	Unique	false	46	22	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple	....8...1..............947.4.9...76.6.......33.....1...8.7.......4.16.3..1...4.27	9...8..51..............947.4.9...76.6.1.....33.8...1..28.7...14794216.3.51.8.4.27	failures/top1465-0756.png	-	-	-
757	Unique	Unique	false	54	6	HiddenSingle,LockedCandidatesPointing,NakedPair	....584..8.473...2.5....7..3.5.7..6..46.1.....9...........8.6.....9...73...1...29	....584..8.473...2.5..9.7..3.5.7..6..46.1.....9...........8.6.....9...73...1...29	failures/top1465-0757.png	-	-	-
758	Unique	Unique	false	50	10	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedSwordfish	96......8....47.......8..63...178...4....21...7.....5.7...2..45..9..4....3...59..	96....4.8...647....4..8..63...178..44....21...7.4...5.7...2..45..9..4....34..59..	failures/top1465-0758.png	-	-	-
